0102,0201,0.0746954467
0102,0202,0.0746954467
0104,0204,0.060025943
0104,0206,0.0872262606
0104,1502,0.0977677644
0201,0203,0.09306775
0201,0206,0.0804694071
0201,1502,0.0479743458
0202,0203,0.09306775
0202,0206,0.0804694071
0202,1502,0.0479743458
0203,0207,0.0847228742
0203,1601,0.0996006596
0204,0206,0.0635708906
0204,1502,0.0646237965
0204,1601,0.0975619983
0205,0210,0.0580331174
0206,0502,0.0962158764
0206,1502,0.0590707751
0207,0208,0.0661437106
0207,0210,0.0276943763
0207,1601,0.0652628089
0207,2301,0.0950758455
0208,0210,0.0737209804
0208,1601,0.0812096128
0209,0304,0.0852801419
0209,0305,0.0715244103
0209,0403,0.0679902655
0209,0710,0.0641528121
0209,0714,0.0934049824
0209,1104,0.0704732973
0209,1210,0.0887335143
0209,1212,0.0519874027
0209,1501,0.0944988894
0209,1601,0.063071532
0209,1602,0.0649498926
0209,1904,0.0677349753
0209,2006,0.0937620351
0209,2007,0.0934741435
0209,2009,0.095573213
0209,4101,0.0645050275
0209,4102,0.0686912776
0210,1601,0.0725097549
0304,0305,0.0950027676
0304,0710,0.0889257484
0304,1601,0.0950730427
0305,0710,0.0534378879
0305,1104,0.0999240429
0305,1105,0.0864954037
0305,1212,0.0548409241
0401,0403,0.0896167439
0402,0403,0.0896167439
0403,0710,0.0927050422
0403,0714,0.0918876447
0403,0901,0.0945317062
0403,1104,0.0945460096
0403,1210,0.0871456272
0403,1212,0.0581266874
0403,1701,0.0747939064
0403,1704,0.0858370939
0403,1806,0.0948495258
0403,1904,0.064486652
0403,2007,0.0759668123
0403,2009,0.0803400282
0403,2201,0.0986090365
0403,2202,0.0796743865
0403,2205,0.0952635435
0403,2209,0.0993219429
0404,0405,0.0983227375
0405,1208,0.0930776871
0405,1506,0.0790495655
0405,1515,0.0684389441
0405,1516,0.0591394939
0405,1518,0.0917417852
0407,0408,0.0224594309
0505,6602,0.0996804021
0505,6701,0.0326534117
0506,0508,0.0779961538
0506,1210,0.0861964024
0506,1510,0.0862743626
0506,3804,0.0782085336
0506,3916,0.0970552798
0506,4101,0.0723203004
0506,4102,0.0757579715
0506,4104,0.0751092734
0506,4105,0.078941615
0506,4106,0.073589831
0506,4403,0.0851118135
0506,4408,0.0939355917
0506,4807,0.0861573273
0506,4810,0.0920518159
0506,5904,0.0944261718
0508,1210,0.0985088596
0508,1504,0.0950602546
0508,1603,0.097573048
0508,2301,0.0839905926
0508,4101,0.0991993295
0508,4810,0.0951505687
0508,6901,0.081497672
0508,9602,0.0863728311
0511,1404,0.0392722833
0511,2106,0.0652552979
0511,2530,0.076003098
0511,3825,0.081218311
0604,1211,0.0893775558
0604,2008,0.0942908993
0604,6702,0.0554051597
0701,0703,0.0703703273
0701,0706,0.0727360645
0703,0706,0.0680515545
0703,0707,0.094353293
0703,0709,0.0971552427
0703,0712,0.0841288946
0703,0909,0.0976135345
0704,0706,0.0361849857
0704,0712,0.0978877591
0705,0714,0.0958676348
0706,0707,0.0947151852
0706,0712,0.0790278643
0706,0809,0.0920504917
0708,0709,0.0842700892
0709,0712,0.0519494158
0709,0713,0.0842700892
0710,1104,0.0972444682
0710,1105,0.0998197998
0710,1212,0.0676269298
0710,1904,0.0906769209
0710,2006,0.0933700716
0711,0812,0.0985559399
0712,0813,0.0460385231
0712,1105,0.0988712086
0714,1104,0.0991546792
0714,1105,0.0952512015
0714,1208,0.0605954345
0714,1212,0.0661084553
0714,1214,0.0971315164
0714,1904,0.0712494046
0714,2006,0.0807730332
0714,2007,0.0819557365
0714,2009,0.0923947051
0803,0804,0.086608334
0803,0807,0.0975694219
0804,0809,0.0893257279
0805,0810,0.0803967792
0807,0814,0.0729667195
0808,0809,0.0574529108
0809,0814,0.0908929687
0809,0909,0.0989445823
0809,2007,0.0917758698
0810,0813,0.0701854479
0811,0814,0.0939357912
0811,2001,0.0731639886
0811,2007,0.0779633317
0811,2008,0.0827533354
